stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\f0912\Workspace\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82925] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82926] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82927] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.82928] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.82929] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.82930] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.82931] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.83036] added dtor for bitmap 00000000028f2160, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83556] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83560] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83562] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83563] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83564] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83565] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83566] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83567] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.83568] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.83569] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.83570] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.83571] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.83572] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.83593] added dtor for bitmap 00000000028f2310, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84183] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84187] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84189] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84191] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84192] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84193] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84194] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84195] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84196] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.84197] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.84198] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.84199] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.84200] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.84222] added dtor for bitmap 00000000028f24c0, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85200] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85206] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85207] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85208] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85209] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85210] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85212] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.85214] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.85215] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.85217] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.85219] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.85220] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.85316] added dtor for bitmap 00000000028f2670, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.86033] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   3.86051] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   3.86058] added dtor for sample 0000000002983690, func 00007ffeadb71a1d
dtor     D               dtor.c:196  _al_register_destructor          [   3.86069] added dtor for sample_instance 00000000028e80c0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   3.86071] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.86072]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.86074]  0.500000
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93303] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93311] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93433] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93437] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93466] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93505] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93548] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93550] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93599] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93658] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93660] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93693] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93741] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93778] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93833] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93836] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93894] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93896] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93933] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93935] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.93986] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.93991] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.61692] removed dtor for queue 00000000028e8e50
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [   8.61714] destroying display 0000000000f9adc0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.62465] converting display bitmap 00000000028f2670 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.62491] added dtor for bitmap 00000000028f2820, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.62592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.62603] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.62617] removed dtor for bitmap 00000000028f2820
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.62652] converting display bitmap 00000000028f24c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.62661] added dtor for bitmap 00000000029ac440, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.62742] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.62771] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.62782] removed dtor for bitmap 00000000029ac440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.62830] converting display bitmap 00000000028f2310 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.62840] added dtor for bitmap 00000000029ac440, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.62941] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.62951] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.62958] removed dtor for bitmap 00000000029ac440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63019] converting display bitmap 00000000028f2160 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.63029] added dtor for bitmap 00000000029ace60, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.63116] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.63125] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.63132] removed dtor for bitmap 00000000029ace60
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63161] converting display bitmap 000000000299d980 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.63167] added dtor for bitmap 00000000029ac0e0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.63270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.63280] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.63288] removed dtor for bitmap 00000000029ac0e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63348] converting display bitmap 00000000183713b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.63362] added dtor for bitmap 00000000029ac440, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.63462] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.63471] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.63479] removed dtor for bitmap 00000000029ac440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63539] converting display bitmap 0000000018371200 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.63553] added dtor for bitmap 00000000029accb0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.63690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.63700] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.63707] removed dtor for bitmap 00000000029accb0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63767] converting display bitmap 00000000028f1c60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.63781] added dtor for bitmap 00000000029accb0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.63919] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.63931] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.63939] removed dtor for bitmap 00000000029accb0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.63995] converting display bitmap 00000000028f1ab0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64008] added dtor for bitmap 00000000029ac440, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.64128] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.64145] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.64152] removed dtor for bitmap 00000000029ac440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.64179] converting display bitmap 00000000028eac10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64187] added dtor for bitmap 00000000029ace60, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.64256] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.64264] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.64271] removed dtor for bitmap 00000000029ace60
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.64298] converting display bitmap 00000000028d95a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64306] added dtor for bitmap 00000000029ac7a0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.64378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.64389] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.64397] removed dtor for bitmap 00000000029ac7a0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.64431] converting display bitmap 00000000028eaa60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64445] added dtor for bitmap 00000000029ac290, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.64562] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.64573] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.64608] removed dtor for bitmap 00000000029ac290
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.64735] converting display bitmap 00000000028f2ac0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64745] added dtor for bitmap 00000000029ac290, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.64840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.64848] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.64858] removed dtor for bitmap 00000000029ac290
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.64915] converting display bitmap 00000000028eadd0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.64928] added dtor for bitmap 00000000029ace60, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.65070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.65079] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.65086] removed dtor for bitmap 00000000029ace60
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.65115] converting display bitmap 00000000028f3a40 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.65132] added dtor for bitmap 00000000029ac5f0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.65345] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.65355] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.65528] removed dtor for bitmap 00000000029ac5f0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   8.65704] converting display bitmap 00000000028f3c20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   8.65715] added dtor for bitmap 00000000029accb0, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.65822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.65833] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.65882] removed dtor for bitmap 00000000029accb0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [   8.65923] waiting for display 0000000000f9adc0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   8.68162] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   8.68173] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [   8.74104] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74203] removed dtor for bitmap 00000000028f3a40
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74221] removed dtor for bitmap 00000000028eadd0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74224] removed dtor for bitmap 00000000028f2ac0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74226] removed dtor for bitmap 00000000028eaa60
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74236] removed dtor for sample_instance 00000000028e80c0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74238] removed dtor for bitmap 00000000028d95a0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74242] removed dtor for bitmap 00000000028eac10
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74244] removed dtor for bitmap 00000000028f1ab0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74249] removed dtor for bitmap 00000000028f1c60
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74253] removed dtor for bitmap 0000000018371200
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74256] removed dtor for bitmap 00000000183713b0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74261] removed dtor for bitmap 000000000299d980
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74265] removed dtor for bitmap 00000000028f2160
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74269] removed dtor for bitmap 00000000028f2310
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74273] removed dtor for bitmap 00000000028f24c0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74277] removed dtor for bitmap 00000000028f2670
dtor     D               dtor.c:116  _al_run_destructors              [   8.74281] calling dtor for bitmap 00000000028f3c20, func 00007ffeada41bea
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74283] removed dtor for bitmap 00000000028f3c20
dtor     D               dtor.c:116  _al_run_destructors              [   8.74284] calling dtor for timer 00000000028daac0, func 00007ffeada7fb3b
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74286] removed dtor for timer 00000000028daac0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74288] removed dtor for sample_instance 00000000028da640
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74289] removed dtor for sample_instance 00000000028da760
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74291] removed dtor for sample_instance 00000000028da880
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74292] removed dtor for sample_instance 00000000028da9a0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74294] removed dtor for sample_instance 00000000028dae60
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74295] removed dtor for sample_instance 00000000028da350
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74296] removed dtor for sample_instance 00000000028da470
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74297] removed dtor for sample_instance 00000000028e6fa0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74299] removed dtor for sample_instance 00000000028e71d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74300] removed dtor for sample_instance 00000000028e72f0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74301] removed dtor for sample_instance 00000000028e7410
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74304] removed dtor for sample_instance 00000000028e7530
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74306] removed dtor for sample_instance 00000000028e7e80
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74307] removed dtor for sample_instance 00000000028e7fa0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74309] removed dtor for sample_instance 00000000028e7b20
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74310] removed dtor for sample_instance 00000000028e78e0
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74311] removed dtor for sample_instance 00000000028e7a00
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74312] removed dtor for sample_instance 00000000028e7d60
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74313] removed dtor for sample_instance 00000000028e7c40
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74315] removed dtor for sample_instance 00000000028e8420
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74316] removed dtor for mixer 00000000028da110
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   8.74317] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   8.74318] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   8.74952] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   8.74958] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   8.74959] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   8.74960] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   8.74961] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74963] removed dtor for voice 00000000028d9cb0
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   8.74965] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [   8.74965] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [   8.74967] calling dtor for sample 0000000002983690, func 00007ffeadb71a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [   8.74968] removed dtor for sample 0000000002983690
audio-dsound D           dsound.cpp:296  _dsound_close                    [   8.74970] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [   8.75201] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [   8.75207] DirectSound closed
